"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"5","5","Darksteel Mutation","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","21","False","False","1.18"
"3","3","Darkwater Catacombs","woc","Near Mint","English","","","2023-10-26 21:38:17.963000","157","False","False","0.19"
"2","2","Darling of the Masses","snc","Near Mint","English","","","2023-10-26 21:38:17.963000","181","False","False","0.02"
"1","1","Dauntless Onslaught","ddo","Near Mint","English","","","2023-10-26 21:38:17.963000","6","False","False",""
"1","1","Dawn Charm","cmr","Near Mint","English","","","2023-10-30 21:48:27.477000","371","False","False",""
"2","2","Dawnhart Geist","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","8","False","False","0.05"
"4","4","Dawnhart Mentor","mid","Near Mint","English","","","2023-10-26 21:38:17.963000","179","False","False","0.02"
"2","2","Dawnhart Wardens","mid","Near Mint","English","","","2023-10-26 21:38:17.963000","216","False","False","0.03"
"2","2","Day of the Dragons","khc","Near Mint","English","","","2023-10-26 21:38:17.963000","38","False","False","0.15"
"1","1","Daybreak Charger","m21","Near Mint","English","","","2023-10-26 21:38:17.963000","14","False","False","0.01"
"1","1","Daze","ema","Near Mint","English","","","2023-10-26 21:38:17.963000","44","False","False","2.15"
"1","1","Dead Drop","ktk","Near Mint","English","","","2023-10-26 21:38:17.963000","67","False","False","0.12"
"1","1","Dead Revels","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","71","False","False","0.04"
"1","1","Deadeye Harpooner","aer","Near Mint","English","","","2023-10-26 21:38:17.963000","15","False","False","0.03"
"1","1","Deadeye Plunderers","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","220","False","False","0.10"
"3","3","Deadeye Quartermaster","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","50","False","False","0.24"
"3","3","Deadly Brew","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","176","False","False","0.10"
"2","2","Deadly Wanderings","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","94","False","False","0.04"
"1","1","Deafening Silence","eld","Near Mint","English","","","2023-10-26 21:38:17.963000","10","False","False","0.98"
"1","1","Death Watch","vis","Near Mint","English","","","2023-10-26 21:38:17.963000","57","False","False","0.24"
"1","1","Deathbloom Ritualist","bro","Near Mint","English","","","2023-10-26 21:38:17.963000","208","False","False","0.13"
"4","4","Deathbringer Liege","2x2","Near Mint","English","","","2023-10-26 21:38:17.963000","200","False","False","0.47"
"3","3","Deathbringer Regent","ncc","Near Mint","English","","","2023-10-26 21:38:17.963000","246","False","False","0.14"
"3","3","Deathcap Glade","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","261","False","False","10.24"
"1","1","Deathgorge Scavenger","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","184","False","False","0.48"
"2","2","Deathless Ancient","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","100","False","False","0.03"
"1","1","Deathpact Angel","gk2","Near Mint","English","","","2023-10-26 21:38:17.963000","38","False","False","0.64"
"1","1","Death-Priest of Myrkul","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","95","False","False","0.12"
"2","2","Death's Presence","mic","Near Mint","English","","","2023-10-26 21:38:17.963000","137","False","False","0.19"
"2","2","Debt to the Deathless","dgm","Near Mint","English","","","2023-10-26 21:38:17.963000","64","False","False","0.54"
"1","1","Debtors' Knell","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","215","False","False","0.27"
"1","1","Debtor's Pulpit","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","10","False","False","0.05"
"1","1","Decimator Beetle","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","197","False","False","0.07"
"2","2","Decimator of the Provinces","emn","Near Mint","English","","","2023-10-26 21:38:17.963000","2","False","False","1.09"
"2","2","Decisive Denial","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","177","False","False","0.15"
"1","1","Decree of Justice","c20","Near Mint","English","","","2023-10-26 21:38:17.963000","85","False","False","0.16"
"1","1","Decree of Pain","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","148","False","False","0.29"
"2","2","Deem Worthy","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","127","False","False","0.04"
"1","1","Deeproot Champion","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","185","False","False","0.14"
"1","1","Deeproot Waters","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","51","False","False","0.29"
"1","1","Deepwood Denizen","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","155","False","False","0.04"
"1","1","Defensive Formation","usg","Near Mint","English","","","2023-10-26 21:38:17.963000","9","False","False","0.33"
"1","1","Defiant Bloodlord","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","142","False","False","0.22"
"2","2","Defiant Greatmaw","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","163","False","False","0.03"
"2","2","Defiler of Vigor","dmu","Near Mint","English","","","2023-10-26 21:38:17.963000","160","False","False","1.88"
"1","1","Deflecting Palm","cmr","Near Mint","English","","","2023-10-26 21:38:17.963000","444","False","False","2.05"
"1","1","Deft Dismissal","aer","Near Mint","English","","","2023-10-26 21:38:17.963000","17","False","False","0.02"
"1","1","Delirium","mir","Near Mint","English","","","2023-10-26 21:38:17.963000","260","False","False","0.62"
"1","1","Deliver Unto Evil","war","Near Mint","English","","","2023-10-26 21:38:17.963000","85","False","False","0.17"
"1","1","Deluxe Dragster","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","21","False","False","0.26"
"2","2","Demilich","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","53","False","False","2.20"
"1","1","Demogorgon's Clutches","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","96","False","False","0.04"
"1","1","Demolition Field","bro","Near Mint","English","","","2023-10-26 21:38:17.963000","260","False","False","1.46"
"1","1","Demolition Stomper","kld","Near Mint","English","","","2023-10-26 21:38:17.963000","206","False","False","0.11"
"1","1","Demonlord Belzenlok","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","151","False","False","0.23"
"1","1","Den of the Bugbear","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","254","False","False","3.70"
"4","4","Departed Deckhand","m19","Near Mint","English","","","2023-10-26 21:38:17.963000","49","False","False","0.10"
"3","3","Depose // Deploy","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","225","False","False","0.11"
"2","2","Deputy of Acquittals","mm3","Near Mint","English","","","2023-10-26 21:38:17.963000","159","False","False","0.05"
"1","1","Deputy of Detention","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","165","False","False","0.26"
"1","1","Deranged Whelp","emn","Near Mint","English","","","2023-10-26 21:38:17.963000","125","False","False","0.07"
"3","3","Desert Twister","cma","Near Mint","English","","","2023-10-26 21:38:17.963000","100","False","False","0.10"
"1","1","Desert's Hold","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","8","False","False","0.06"
"1","1","Desolate Lighthouse","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","890","False","False","0.13"
"3","3","Despark","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","322","False","False","0.20"
"1","1","Desperate Ravings","c19","Near Mint","English","","","2023-10-26 21:38:17.963000","137","False","False","0.05"
"3","3","Destined // Lead","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","217","False","False","0.09"
"1","1","Destiny Spinner","woc","Near Mint","English","","","2023-10-26 21:38:17.963000","123","False","False","0.34"
"3","3","Detention Vortex","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","13","False","False","0.01"
"5","5","Devastating Mastery","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","14","False","False","0.10"
"2","2","Devilish Valet","snc","Near Mint","English","","","2023-10-26 21:38:17.963000","105","False","False","0.25"
"1","1","Devil's Play","c19","Near Mint","English","","","2023-10-26 21:38:17.963000","138","False","False","0.18"
"1","1","Devoted Caretaker","ody","Near Mint","English","","","2023-11-13 22:47:46.750000","18","False","False",""
"1","1","Devoted Crop-Mate","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","10","False","False","0.03"
"3","3","Devotee of Strength","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","113","False","False","0.01"
"1","1","Devouring Light","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","180","False","False","0.05"
"2","2","Devouring Tendrils","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","126","False","False","0.09"
"1","1","Devout Harpist","ulg","Near Mint","English","","","2023-10-26 21:38:17.963000","6","False","False","0.20"
"1","1","Dig Through Time","woc","Near Mint","English","","","2023-10-26 21:38:17.963000","88","False","False","0.19"
"2","2","Digsite Engineer","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","15","False","False","0.18"
"1","1","Diluvian Primordial","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","120","False","False","0.29"
"6","6","Dimir Aqueduct","woc","Near Mint","English","","","2023-10-26 21:38:17.963000","158","False","False","0.17"
"2","2","Dimir Charm","gk1","Near Mint","English","","","2023-10-26 21:38:17.963000","11","False","False","0.38"
"2","2","Dimir Guildgate","znc","Near Mint","English","","","2023-10-26 21:38:17.963000","127","False","False","0.18"
"6","6","Dimir Keyrune","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","856","False","False","0.10"
"3","3","Dimir Signet","woc","Near Mint","English","","","2023-10-26 21:38:17.963000","146","False","False","0.57"
"1","1","Dina, Soul Steeper","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","178","False","False","0.09"
"5","5","Dinosaur Stampede","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","140","False","False","0.14"
"3","3","Dinrova Horror","gk1","Near Mint","English","","","2023-10-26 21:38:17.963000","14","False","False","0.14"
"1","1","Diplomatic Escort","mmq","Near Mint","English","","","2023-10-26 21:38:17.963000","74","False","False","0.25"
"1","1","Dire Fleet Warmonger","m21","Near Mint","English","","","2023-10-26 21:38:17.963000","217","False","False","0.02"
"1","1","Dire Wolf Prowler","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","179","False","False","0.02"
"3","3","Disallow","aer","Near Mint","English","","","2023-10-26 21:38:17.963000","31","False","False","3.81"
"2","2","Disappearing Act","kld","Near Mint","English","","","2023-10-26 21:38:17.963000","43","False","False","0.05"
"1","1","Discerning Financier","woe","Near Mint","English","","","2023-10-26 21:38:17.963000","10","False","False","0.07"
"1","1","Discovery // Dispersal","grn","Near Mint","English","","","2023-10-26 21:38:17.963000","223","False","False","0.12"
"1","1","Dismal Backwater","mom","Near Mint","English","","","2023-10-26 21:38:17.963000","269","False","False","0.09"
"1","1","Dismiss","cn2","Near Mint","English","","","2023-10-26 21:38:17.963000","108","False","False","0.23"
"2","2","Disorder in the Court","voc","Near Mint","English","","","2023-10-26 21:38:17.963000","29","False","False","0.49"
"2","2","Dispatch","nec","Near Mint","English","","","2023-10-26 21:38:17.963000","83","False","False","1.99"
"1","1","Dispeller's Capsule","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","89","False","False","0.03"
"1","1","Disperse","m19","Near Mint","English","","","2023-10-26 21:38:17.963000","50","False","False","0.03"
"2","2","Displacement Wave","ori","Near Mint","English","","","2023-10-26 21:38:17.963000","55","False","False","0.43"
"1","1","Displacer Beast","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","54","False","False","0.04"
"1","1","Display of Power","ltr","Near Mint","English","","","2023-11-12 17:10:29.837000","119","False","False",""
"1","1","Dispossess","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","86","False","False","0.10"
"1","1","Dissolve","ima","Near Mint","English","","","2023-10-26 21:38:17.963000","51","False","False","0.17"
"1","1","Distant Melody","woc","Near Mint","English","","","2023-10-26 21:38:17.963000","89","False","False","0.29"
"1","1","Distorted Curiosity","one","Near Mint","English","","","2023-10-26 21:38:17.963000","46","False","False","0.04"
"1","1","Distorting Wake","c14","Near Mint","English","","","2023-10-26 21:38:17.963000","107","False","False","0.84"
"2","2","Distortion Strike","ima","Near Mint","English","","","2023-10-26 21:38:17.963000","52","False","False","0.39"
"1","1","District Guide","grn","Near Mint","English","","","2023-10-26 21:38:17.963000","128","False","False","0.15"
"4","4","Diver Skaab","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","56","False","False","0.03"
"6","6","Divide by Zero","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","41","False","False","0.07"
"1","1","Divine Reckoning","c19","Near Mint","English","","","2023-10-26 21:38:17.963000","62","False","False","0.49"
"1","1","Divine Smite","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","12","False","False","0.03"
"1","1","Diviner Spirit","cma","Near Mint","English","","","2023-10-26 21:38:17.963000","37","False","False","0.09"
"1","1","Djeru, With Eyes Open","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","10","False","False","0.30"
"1","1","Djinn of the Fountain","dmu","Near Mint","English","","","2023-10-26 21:38:17.963000","47","False","False","0.02"
"1","1","Dockside Chef","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","93","False","False","0.25"
"2","2","Dockside Extortionist","2x2","Near Mint","English","","","2023-10-26 21:38:17.963000","107","False","False","63.42"
"1","1","Dominate","c15","Near Mint","English","","","2023-10-26 21:38:17.963000","92","False","False","0.22"
"1","1","Dominating Vampire","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","154","False","False","0.13"
"1","1","Domri, Anarch of Bolas","war","Near Mint","English","","","2023-10-26 21:38:17.963000","191","False","False","1.18"
"1","1","Domri, Chaos Bringer","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","166","False","False","0.58"
"2","2","Domri's Ambush","war","Near Mint","English","","","2023-10-26 21:38:17.963000","192","False","False","0.11"
"2","2","Donal, Herald of Wings","voc","Near Mint","English","","","2023-10-26 21:38:17.963000","3","False","False","0.41"
"1","1","Doom Blade","e02","Near Mint","English","","","2023-10-26 21:38:17.963000","18","False","False","0.19"
"1","1","Doom Weaver","voc","Near Mint","English","","","2023-10-26 21:38:17.963000","34","False","False","1.81"
"1","1","Doomfall","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","62","False","False","0.05"
"2","2","Double Vision","ncc","Near Mint","English","","","2023-10-26 21:38:17.963000","267","False","False","0.36"
"2","2","Dovin, Grand Arbiter","voc","Near Mint","English","","","2023-10-26 21:38:17.963000","153","False","False","0.29"
"1","1","Dovin's Acuity","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","168","False","False","0.07"
"1","1","Dowsing Dagger // Lost Vale","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","235","False","False","3.07"
"1","1","Draconic Intervention","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","96","False","False","0.16"
"3","3","Draconic Muralists","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","224","False","False","0.19"
"1","1","Drafna, Founder of Lat-Nam","bro","Near Mint","English","","","2023-10-26 21:38:17.963000","47","False","False","0.23"
"2","2","Dragon Cultist","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","170","False","False","0.07"
"5","5","Dragon Egg","cmr","Near Mint","English","","","2023-10-26 21:38:17.963000","173","False","False","0.03"
"1","1","Dragon Fodder","ori","Near Mint","English","","","2023-11-12 16:02:12.463000","140","False","False",""
"2","2","Dragon Mantle","cmr","Near Mint","English","","","2023-10-26 21:38:17.963000","174","False","False","0.02"
"1","1","Dragon Throne of Tarkir","ktk","Near Mint","English","","","2023-10-26 21:38:17.963000","219","False","False","0.44"
"1","1","Dragon Turtle","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","56","False","False","0.20"
"2","2","Dragon Whelp","dmr","Near Mint","English","","","2023-10-26 21:38:17.963000","116","False","False","0.01"
"1","1","Dragonloft Idol","ima","Near Mint","English","","","2023-10-26 21:38:17.963000","215","False","False","0.03"
"3","3","Dragonlord Kolaghan","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","218","False","False","5.50"
"4","4","Dragonlord's Servant","afc","Near Mint","English","","","2023-10-26 21:38:17.963000","123","False","False","0.42"
"1","1","Dragon's Disciple","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","13","False","False","0.04"
"4","4","Dragon's Eye Savants","a25","Near Mint","English","","","2023-10-26 21:38:17.963000","54","False","False","0.08"
"1","1","Dragonshift","dgm","Near Mint","English","","","2023-10-26 21:38:17.963000","66","False","False","0.19"
"1","1","Dragonskull Summit","dmc","Near Mint","English","","","2023-10-26 21:38:17.963000","207","False","False","2.75"
"1","1","Dragonspark Reactor","neo","Near Mint","English","","","2023-10-26 21:38:17.963000","137","False","False","0.08"
"2","2","Dragonwing Glider","one","Near Mint","English","","","2023-10-26 21:38:17.963000","128","False","False","0.13"
"3","3","Drain Life","btd","Near Mint","English","","","2023-10-26 21:38:17.963000","24","False","False","0.34"
"2","2","Drake Haven","c20","Near Mint","English","","","2023-10-26 21:38:17.963000","110","False","False","0.12"
"1","1","Dramatic Finale","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","180","False","False","0.12"
"1","1","Drana and Linvala","mom","Near Mint","English","","","2023-10-26 21:38:17.963000","222","False","False","2.79"
"2","2","Drana, Kalastria Bloodchief","c17","Near Mint","English","","","2023-10-26 21:38:17.963000","112","False","False","0.32"
"1","1","Drana, Liberator of Malakir","dmc","Near Mint","English","","","2023-10-26 21:38:17.963000","111","False","False","0.41"
"2","2","Drana's Emissary","bfz","Near Mint","English","","","2023-10-26 21:38:17.963000","210","False","False","0.28"
"1","1","Dread Fugue","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","107","False","False","0.02"
"1","1","Dread Slaver","avr","Near Mint","English","","","2023-10-26 21:38:17.963000","98","False","False","0.25"
"2","2","Dread Wanderer","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","88","False","False","0.30"
"3","3","Dreadbore","gk2","Near Mint","English","","","2023-10-26 21:38:17.963000","63","False","False","3.08"
"1","1","Dreadmalkin","war","Near Mint","English","","","2023-10-26 21:38:17.963000","87","False","False","0.07"
"1","1","Dream Spoilers","woe","Near Mint","English","","","2023-10-26 21:38:17.963000","85","False","False","0.02"
"1","1","Dream Stalker","tsr","Near Mint","English","","","2023-10-26 21:38:17.963000","63","False","False","0.02"
"2","2","Dreamcaller Siren","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","54","False","False","0.17"
"1","1","Dreams of Steel and Oil","bro","Near Mint","English","","","2023-10-26 21:38:17.963000","92","False","False","0.04"
"1","1","Dreamstone Hedron","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","945","False","False","0.13"
"1","1","Drider","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","98","False","False","0.17"
"2","2","Driven // Despair","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","157","False","False","0.27"
"1","1","Drizzt Do'Urden","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","220","False","False","0.24"
"2","2","Drogskol Captain","voc","Near Mint","English","","","2023-10-26 21:38:17.963000","154","False","False","0.15"
"2","2","Drogskol Reinforcements","voc","Near Mint","English","","","2023-10-26 21:38:17.963000","5","False","False","0.19"
"4","4","Dromoka Monument","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","238","False","False","0.13"
"1","1","Drossforge Bridge","mh2","Near Mint","English","","","2023-10-26 21:38:17.963000","246","False","False","0.19"
"18","18","Drover of the Mighty","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","187","False","False","0.20"
"1","1","Drown in Dreams","mic","Near Mint","English","","","2023-10-26 21:38:17.963000","13","False","False","4.15"
"1","1","Drown in Ichor","one","Near Mint","English","","","2023-10-26 21:38:17.963000","91","False","False","1.29"
"2","2","Drown in the Loch","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","842","False","False","1.40"
"1","1","Drowned Catacomb","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","253","False","False","3.82"
"1","1","Drownyard Behemoth","emn","Near Mint","English","","","2023-10-26 21:38:17.963000","4","False","False","0.07"
"1","1","Drownyard Temple","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","892","False","False","0.15"
"1","1","Drudge Skeletons","gvl","Near Mint","English","","","2023-10-26 21:38:17.963000","36","False","False","0.33"
"7","7","Druid Class","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","180","False","False","0.62"
"2","2","Dry Spell","6ed","Near Mint","English","","","2023-10-26 21:38:17.963000","124","False","False","0.13"
"2","2","Dryad Arbor","tsr","Near Mint","English","","","2023-10-26 21:38:17.963000","277","False","False","3.30"
"3","3","Dryad Militant","gk1","Near Mint","English","","","2023-10-26 21:38:17.963000","111","False","False","0.28"
"1","1","Dualcaster Mage","cm2","Near Mint","English","","","2023-12-24 01:47:39.063000","94","False","False",""
"2","2","Dueling Coach","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","15","False","False","0.02"
"2","2","Duelist's Heritage","ncc","Near Mint","English","","","2023-10-26 21:38:17.963000","197","False","False","1.38"
"1","1","Duergar Hedge-Mage","moc","Near Mint","English","","","2023-10-26 21:38:17.963000","324","False","False","0.13"
"2","2","Duke Ulder Ravengard","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","272","False","False","0.12"
"5","5","Dune Diviner","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","114","False","False","0.05"
"3","3","Duneblast","dmc","Near Mint","English","","","2023-10-26 21:38:17.963000","148","False","False","0.12"
"1","1","Dunes of the Dead","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","175","False","False","0.23"
"2","2","Dungeon Crawler","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","99","False","False","0.03"
"3","3","Dungeon Delver","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","67","False","False","0.03"
"2","2","Dungeon Descent","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","255","False","False","0.13"
"1","1","Dungeon Map","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","242","False","False","0.07"
"2","2","Dungeoneer's Pack","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","312","False","False","0.08"
"2","2","Duplicant","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","946","False","False","0.17"
"2","2","Durable Handicraft","kld","Near Mint","English","","","2023-10-26 21:38:17.963000","153","False","False","0.07"
"1","1","Duress","one","Near Mint","English","","","2023-10-26 21:38:17.963000","92","False","False","0.02"
"1","1","Durkwood Boars","s00","Near Mint","English","","","2023-10-26 21:38:17.963000","38","False","False","0.34"
"3","3","Dusk // Dawn","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","691","False","False","0.18"
"1","1","Dusk Feaster","emn","Near Mint","English","","","2023-10-26 21:38:17.963000","88","False","False","0.08"
"1","1","Dusk Legion Duelist","mom","Near Mint","English","","","2023-10-30 21:48:27.477000","344","False","False",""
"1","1","Dusk Mangler","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","751","False","False","0.05"
"3","3","Duskborne Skymarcher","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","9","False","False","0.06"
"1","1","Duskmantle Guildmage","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","158","False","False","0.53"
"1","1","Duskmantle, House of Shadow","rav","Near Mint","English","","","2023-10-26 21:38:17.963000","277","False","False","0.32"
"2","2","Dutiful Attendant","dtk","Near Mint","English","","","2023-10-26 21:38:17.963000","99","False","False","0.07"
"2","2","Dwarven Warriors","5ed","Near Mint","English","","","2023-10-26 21:38:17.963000","222","False","False","0.15"
"1","1","Dying to Serve","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","109","False","False","0.15"
"1","1","Dying Wish","gtc","Near Mint","English","","","2023-10-26 21:38:17.963000","64","False","False","0.23"
"1","1","Earthlore","ice","Near Mint","English","","","2023-10-26 21:38:17.963000","231","False","False","0.10"
"1","1","Earthquake","cm2","Near Mint","English","","","2023-10-26 21:38:17.963000","95","False","False","0.91"
"2","2","Earthshaker Khenra","hou","Near Mint","English","","","2023-10-26 21:38:17.963000","90","False","False","0.16"
"1","1","Ebony Fly","afc","Near Mint","English","","","2023-11-13 22:48:07.897000","60","False","False",""
"1","1","Eccentric Apprentice","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","57","False","False","0.07"
"1","1","Echo Mage","c13","Near Mint","English","","","2023-10-26 21:38:17.963000","43","False","False","0.24"
"1","1","Edgar, Charmed Groom // Edgar Markov's Coffin","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","236","False","False","0.65"
"1","1","Edgar's Awakening","vow","Near Mint","English","","","2023-10-26 21:38:17.963000","110","False","False","0.06"
"1","1","Edge of Autumn","tsr","Near Mint","English","","","2023-10-26 21:38:17.963000","201","False","False","0.25"
"2","2","Edgewall Inn","woe","Near Mint","English","","","2023-10-26 21:38:17.963000","255","False","False","0.08"
"2","2","Edgewall Pack","woe","Near Mint","English","","","2023-10-26 21:38:17.963000","126","False","False","0.01"
"1","1","Edifice of Authority","akh","Near Mint","English","","","2023-10-26 21:38:17.963000","226","False","False","0.03"
"1","1","Eerie Interference","woe","Near Mint","English","","","2023-10-26 21:38:17.963000","12","False","False","0.02"
"6","6","Efficient Construction","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","88","False","False","0.15"
"1","1","Efreet Flamepainter","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","98","False","False","0.12"
"1","1","Eidolon of Countless Battles","woc","Near Mint","English","","","2023-10-26 21:38:17.963000","66","False","False","0.19"
"1","1","Elaborate Firecannon","xln","Near Mint","English","","","2023-10-26 21:38:17.963000","237","False","False","0.03"
"1","1","Elder Brain","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","125","False","False","0.54"
"2","2","Eldritch Pact","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","126","False","False","0.19"
"1","1","Electrodominance","rna","Near Mint","English","","","2023-10-26 21:38:17.963000","99","False","False","3.51"
"1","1","Electrostatic Field","grn","Near Mint","English","","","2023-10-26 21:38:17.963000","97","False","False","1.76"
"1","1","Elemental Bond","c19","Near Mint","English","","","2023-10-26 21:38:17.963000","163","False","False","4.24"
"2","2","Elementalist's Palette","c21","Near Mint","English","","","2023-10-26 21:38:17.963000","76","False","False","2.72"
"2","2","Elenda, the Dusk Rose","2x2","Near Mint","English","","","2023-10-26 21:38:17.963000","207","False","False","9.93"
"1","1","Elesh Norn // The Argent Etchings","mom","Near Mint","English","","","2023-10-30 21:48:27.477000","292","False","False",""
"6","6","Eliminate","m21","Near Mint","English","","","2023-10-26 21:38:17.963000","97","False","False","0.03"
"6","6","Elite Scaleguard","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","22","False","False","0.07"
"2","2","Elite Spellbinder","stx","Near Mint","English","","","2023-10-26 21:38:17.963000","17","False","False","0.16"
"6","6","Ellyn Harbreeze, Busybody","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","16","False","False","0.04"
"1","1","Ellywick Tumblestrum","afr","Near Mint","English","","","2023-10-26 21:38:17.963000","181","False","False","0.63"
"1","1","Elsewhere Flask","shm","Near Mint","English","","","2023-10-26 21:38:17.963000","250","False","False","0.17"
"1","1","Elsha of the Infinite","2x2","Near Mint","English","","","2023-10-26 21:38:17.963000","208","False","False","1.15"
"2","2","Elspeth Resplendent","snc","Near Mint","English","","","2023-10-26 21:38:17.963000","11","False","False","2.83"
"1","1","Elspeth, Sun's Champion","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","820","False","False","1.39"
"1","1","Elturel Survivors","clb","Near Mint","English","","","2023-10-26 21:38:17.963000","172","False","False","0.22"
"2","2","Elusive Krasis","gk2","Near Mint","English","","","2023-10-26 21:38:17.963000","116","False","False","0.23"
"1","1","Elvish Hydromancer","dmu","Near Mint","English","","","2023-10-26 21:38:17.963000","162","False","False","0.02"
"5","5","Elvish Mystic","cmm","Near Mint","English","","","2023-10-26 21:38:17.963000","284","False","False","0.24"
